temperature-maximale,temperature-minimale,vitesse-du-vent,temperature-du-vent,precipitations,humidite,visibilite,couverture-nuageuse,indice-de-chaleur,point-de-rosee,pression,heure-du-lever-du-soleil,heure-du-coucher-du-soleil,duree-du-jour,Date
32°,24°,8km/h,24°,13mm,98%,6.75km,66%,38,25°C,1012hPa,06:19:00,18:32:00,12:13:0,2020/04/07
36°,24°,8km/h,24°,10mm,99%,8.75km,69%,40,24°C,1012hPa,06:19:00,18:32:00,12:13:0,2020/04/08
29°,23°,6km/h,23°,44mm,97%,7.875km,71%,30,24°C,1013hPa,06:18:00,18:32:00,12:14:0,2020/04/09
35°,23°,6km/h,23°,1mm,94%,9.75km,31%,39,24°C,1012hPa,06:18:00,18:32:00,12:14:0,2020/04/10
32°,23°,8km/h,23°,17mm,97%,6.125km,67%,35,24°C,1013hPa,06:17:00,18:32:00,12:15:0,2020/04/11
33°,23°,5km/h,23°,16mm,99%,5.625km,72%,38,25°C,1014hPa,06:17:00,18:32:00,12:15:0,2020/04/12
34°,23°,9km/h,23°,2mm,98%,7.625km,63%,38,23°C,1013hPa,06:17:00,18:31:00,12:14:0,2020/04/13
34°,23°,8km/h,23°,2mm,99%,6.375km,72%,39,23°C,1012hPa,06:16:00,18:31:00,12:15:0,2020/04/14
35°,23°,6km/h,23°,10mm,98%,6.875km,77%,40,25°C,1012hPa,06:16:00,18:31:00,12:15:0,2020/04/15
35°,24°,6km/h,24°,22mm,97%,6.125km,56%,41,25°C,1012hPa,06:15:00,18:31:00,12:16:0,2020/04/16
33°,23°,10km/h,23°,11mm,97%,7.125km,71%,40,24°C,1011hPa,06:15:00,18:31:00,12:16:0,2020/04/17
31°,24°,11km/h,24°,3mm,96%,7.875km,75%,36,25°C,1012hPa,06:15:00,18:31:00,12:16:0,2020/04/18
34°,23°,10km/h,23°,1mm,97%,7.625km,51%,38,24°C,1014hPa,06:14:00,18:31:00,12:17:0,2020/04/19
34°,23°,8km/h,23°,6mm,99%,6km,52%,38,24°C,1015hPa,06:14:00,18:31:00,12:17:0,2020/04/20
34°,23°,6km/h,23°,6mm,99%,8.125km,52%,39,24°C,1013hPa,06:14:00,18:31:00,12:17:0,2020/04/21
33°,23°,9km/h,23°,14mm,97%,7km,64%,38,26°C,1012hPa,06:13:00,18:31:00,12:18:0,2020/04/22
33°,23°,7km/h,23°,1mm,100%,6km,78%,38,25°C,1012hPa,06:13:00,18:31:00,12:18:0,2020/04/23
31°,23°,8km/h,23°,10mm,99%,8.125km,76%,35,25°C,1013hPa,06:13:00,18:31:00,12:18:0,2020/04/24
34°,23°,6km/h,23°,7mm,99%,9.875km,72%,38,25°C,1013hPa,06:12:00,18:31:00,12:19:0,2020/04/25
36°,23°,8km/h,23°,9mm,99%,9km,78%,40,24°C,1013hPa,06:12:00,18:31:00,12:19:0,2020/04/26
32°,23°,9km/h,23°,13mm,98%,6.625km,79%,36,25°C,1014hPa,06:12:00,18:31:00,12:19:0,2020/04/27
35°,23°,8km/h,23°,5mm,98%,7.625km,61%,40,24°C,1013hPa,06:11:00,18:31:00,12:20:0,2020/04/28
33°,24°,9km/h,24°,4mm,96%,7.25km,74%,37,25°C,1014hPa,06:11:00,18:31:00,12:20:0,2020/04/29
34°,23°,8km/h,23°,3mm,100%,7.125km,63%,38,24°C,1014hPa,06:11:00,18:31:00,12:20:0,2020/04/30
30°,26°,17km/h,26°,1mm,91%,9.75km,36%,35,25°C,1012hPa,06:14:00,18:24:00,12:10:0,2020/04/01
30°,26°,14km/h,26°,0mm,89%,10km,22%,35,24°C,1012hPa,06:13:00,18:23:00,12:10:0,2020/04/02
30°,26°,17km/h,26°,0mm,87%,10km,26%,35,25°C,1011hPa,06:13:00,18:23:00,12:10:0,2020/04/03
30°,27°,19km/h,27°,1mm,89%,9.5km,45%,35,25°C,1012hPa,06:12:00,18:23:00,12:11:0,2020/04/04
30°,27°,14km/h,27°,1mm,89%,9.875km,16%,36,25°C,1012hPa,06:12:00,18:23:00,12:11:0,2020/04/05
30°,27°,19km/h,27°,1mm,87%,10km,49%,36,25°C,1013hPa,06:11:00,18:23:00,12:12:0,2020/04/06
30°,26°,16km/h,26°,4mm,90%,9.875km,17%,35,25°C,1012hPa,06:11:00,18:23:00,12:12:0,2020/04/07
31°,27°,17km/h,27°,3mm,87%,9.75km,32%,36,25°C,1011hPa,06:11:00,18:23:00,12:12:0,2020/04/08
30°,27°,19km/h,27°,24mm,84%,8.125km,70%,34,25°C,1013hPa,06:10:00,18:22:00,12:12:0,2020/04/09
31°,27°,16km/h,27°,10mm,87%,9.25km,53%,35,25°C,1012hPa,06:10:00,18:22:00,12:12:0,2020/04/10
30°,27°,20km/h,27°,8mm,84%,9.125km,72%,34,25°C,1013hPa,06:09:00,18:22:00,12:13:0,2020/04/11
31°,27°,15km/h,27°,17mm,83%,8.25km,64%,35,24°C,1013hPa,06:09:00,18:22:00,12:13:0,2020/04/12
30°,27°,14km/h,27°,0mm,85%,10km,34%,35,24°C,1012hPa,06:09:00,18:22:00,12:13:0,2020/04/13
30°,26°,13km/h,26°,1mm,87%,9.75km,35%,35,24°C,1012hPa,06:08:00,18:22:00,12:14:0,2020/04/14
30°,27°,15km/h,27°,0mm,85%,10km,30%,35,24°C,1012hPa,06:08:00,18:22:00,12:14:0,2020/04/15
30°,27°,18km/h,27°,10mm,85%,9.25km,63%,35,25°C,1012hPa,06:07:00,18:22:00,12:15:0,2020/04/16
30°,27°,24km/h,27°,4mm,87%,9.625km,62%,35,25°C,1011hPa,06:07:00,18:22:00,12:15:0,2020/04/17
30°,28°,22km/h,28°,5mm,85%,9.5km,70%,36,25°C,1012hPa,06:07:00,18:22:00,12:15:0,2020/04/18
30°,26°,18km/h,26°,9mm,85%,9.125km,53%,35,25°C,1014hPa,06:06:00,18:21:00,12:15:0,2020/04/19
30°,27°,17km/h,27°,1mm,84%,10km,30%,35,24°C,1014hPa,06:06:00,18:21:00,12:15:0,2020/04/20
30°,26°,18km/h,26°,4mm,86%,9.75km,40%,34,25°C,1013hPa,06:06:00,18:21:00,12:15:0,2020/04/21
29°,27°,21km/h,27°,2mm,86%,9.75km,64%,34,25°C,1012hPa,06:05:00,18:21:00,12:16:0,2020/04/22
30°,26°,17km/h,26°,1mm,87%,9.75km,44%,34,24°C,1012hPa,06:05:00,18:21:00,12:16:0,2020/04/23
29°,27°,18km/h,27°,4mm,87%,9.75km,44%,34,24°C,1012hPa,06:05:00,18:21:00,12:16:0,2020/04/24
29°,26°,19km/h,26°,3mm,88%,9.75km,36%,34,24°C,1013hPa,06:04:00,18:21:00,12:17:0,2020/04/25
30°,27°,19km/h,27°,2mm,87%,10km,36%,34,25°C,1012hPa,06:04:00,18:21:00,12:17:0,2020/04/26
29°,27°,18km/h,27°,1mm,86%,9.75km,42%,34,25°C,1013hPa,06:04:00,18:21:00,12:17:0,2020/04/27
30°,26°,15km/h,26°,1mm,85%,9.875km,38%,34,24°C,1013hPa,06:04:00,18:21:00,12:17:0,2020/04/28
30°,26°,18km/h,26°,1mm,88%,10km,38%,34,25°C,1014hPa,06:03:00,18:21:00,12:18:0,2020/04/29
29°,26°,17km/h,26°,1mm,89%,9.75km,74%,34,24°C,1014hPa,06:03:00,18:21:00,12:18:0,2020/04/30
30°,26°,16km/h,26°,4mm,91%,9.875km,51%,36,25°C,1012hPa,06:19:00,18:29:00,12:10:0,2020/04/01
30°,26°,13km/h,26°,0mm,91%,9.75km,20%,35,25°C,1012hPa,06:18:00,18:29:00,12:11:0,2020/04/02
30°,26°,17km/h,26°,1mm,88%,9.75km,39%,37,26°C,1011hPa,06:18:00,18:28:00,12:10:0,2020/04/03
30°,26°,18km/h,26°,1mm,91%,9.875km,47%,36,25°C,1012hPa,06:17:00,18:28:00,12:11:0,2020/04/04
30°,27°,13km/h,27°,1mm,90%,10km,13%,36,26°C,1013hPa,06:17:00,18:28:00,12:11:0,2020/04/05
30°,27°,19km/h,27°,2mm,88%,9.875km,48%,37,26°C,1013hPa,06:16:00,18:28:00,12:12:0,2020/04/06
30°,26°,16km/h,26°,3mm,91%,9.75km,17%,37,26°C,1012hPa,06:16:00,18:28:00,12:12:0,2020/04/07
31°,27°,18km/h,27°,6mm,89%,9.5km,29%,38,26°C,1011hPa,06:16:00,18:28:00,12:12:0,2020/04/08
30°,26°,17km/h,26°,27mm,84%,7.75km,81%,34,25°C,1013hPa,06:15:00,18:28:00,12:13:0,2020/04/09
30°,27°,15km/h,27°,3mm,89%,9.5km,59%,34,25°C,1012hPa,06:15:00,18:27:00,12:12:0,2020/04/10
30°,26°,17km/h,26°,17mm,89%,8.875km,80%,35,25°C,1013hPa,06:14:00,18:27:00,12:13:0,2020/04/11
31°,26°,14km/h,26°,15mm,86%,8.75km,70%,36,25°C,1013hPa,06:14:00,18:27:00,12:13:0,2020/04/12
30°,26°,14km/h,26°,1mm,88%,9.75km,38%,36,24°C,1013hPa,06:14:00,18:27:00,12:13:0,2020/04/13
30°,26°,14km/h,26°,1mm,89%,10km,32%,36,25°C,1012hPa,06:13:00,18:27:00,12:14:0,2020/04/14
30°,27°,15km/h,27°,1mm,87%,9.625km,62%,36,25°C,1012hPa,06:13:00,18:27:00,12:14:0,2020/04/15
31°,26°,17km/h,26°,10mm,87%,9.375km,63%,38,26°C,1012hPa,06:13:00,18:27:00,12:14:0,2020/04/16
30°,27°,24km/h,27°,4mm,90%,9.5km,68%,37,26°C,1011hPa,06:12:00,18:27:00,12:15:0,2020/04/17
30°,27°,22km/h,27°,1mm,87%,9.5km,60%,35,25°C,1012hPa,06:12:00,18:27:00,12:15:0,2020/04/18
31°,26°,18km/h,26°,10mm,87%,8.875km,51%,36,25°C,1014hPa,06:11:00,18:26:00,12:15:0,2020/04/19
30°,26°,17km/h,26°,2mm,89%,9.875km,65%,36,25°C,1014hPa,06:11:00,18:26:00,12:15:0,2020/04/20
30°,26°,16km/h,26°,7mm,89%,9.5km,56%,35,25°C,1013hPa,06:11:00,18:26:00,12:15:0,2020/04/21
30°,27°,20km/h,27°,3mm,89%,9.625km,55%,36,26°C,1012hPa,06:10:00,18:26:00,12:16:0,2020/04/22
30°,26°,17km/h,26°,4mm,90%,9.5km,59%,35,25°C,1012hPa,06:10:00,18:26:00,12:16:0,2020/04/23
30°,26°,19km/h,26°,3mm,90%,9.625km,53%,36,25°C,1012hPa,06:10:00,18:26:00,12:16:0,2020/04/24
30°,26°,21km/h,26°,4mm,91%,9.5km,77%,36,25°C,1013hPa,06:10:00,18:26:00,12:16:0,2020/04/25
30°,26°,21km/h,26°,1mm,91%,9.75km,67%,36,25°C,1012hPa,06:09:00,18:26:00,12:17:0,2020/04/26
30°,27°,18km/h,27°,2mm,89%,10km,60%,36,26°C,1013hPa,06:09:00,18:26:00,12:17:0,2020/04/27
30°,26°,15km/h,26°,1mm,90%,9.875km,46%,35,25°C,1013hPa,06:09:00,18:26:00,12:17:0,2020/04/28
30°,26°,19km/h,26°,1mm,91%,10km,35%,36,25°C,1014hPa,06:08:00,18:26:00,12:18:0,2020/04/29
30°,26°,17km/h,26°,0mm,92%,9.875km,27%,35,25°C,1014hPa,06:08:00,18:26:00,12:18:0,2020/04/30
30°,26°,16km/h,26°,4mm,91%,9.875km,51%,36,25°C,1012hPa,06:16:00,18:26:00,12:10:0,2020/04/01
30°,26°,13km/h,26°,0mm,91%,9.75km,20%,35,25°C,1012hPa,06:16:00,18:26:00,12:10:0,2020/04/02
30°,26°,17km/h,26°,1mm,88%,9.75km,39%,37,26°C,1011hPa,06:15:00,18:26:00,12:11:0,2020/04/03
30°,26°,18km/h,26°,1mm,91%,9.875km,47%,36,25°C,1012hPa,06:15:00,18:26:00,12:11:0,2020/04/04
30°,27°,13km/h,27°,1mm,90%,10km,13%,36,26°C,1013hPa,06:14:00,18:26:00,12:12:0,2020/04/05
30°,27°,19km/h,27°,2mm,88%,9.875km,48%,37,26°C,1013hPa,06:14:00,18:26:00,12:12:0,2020/04/06
30°,26°,16km/h,26°,3mm,91%,9.75km,17%,37,26°C,1012hPa,06:14:00,18:25:00,12:11:0,2020/04/07
31°,27°,18km/h,27°,6mm,89%,9.5km,29%,38,26°C,1011hPa,06:13:00,18:25:00,12:12:0,2020/04/08
30°,26°,17km/h,26°,27mm,84%,7.75km,81%,34,25°C,1013hPa,06:13:00,18:25:00,12:12:0,2020/04/09
30°,27°,15km/h,27°,3mm,89%,9.5km,59%,34,25°C,1012hPa,06:12:00,18:25:00,12:13:0,2020/04/10
30°,26°,17km/h,26°,17mm,89%,8.875km,80%,35,25°C,1013hPa,06:12:00,18:25:00,12:13:0,2020/04/11
31°,26°,14km/h,26°,15mm,86%,8.75km,70%,36,25°C,1013hPa,06:12:00,18:25:00,12:13:0,2020/04/12
30°,26°,14km/h,26°,1mm,88%,9.75km,38%,36,24°C,1013hPa,06:11:00,18:25:00,12:14:0,2020/04/13
30°,26°,14km/h,26°,1mm,89%,10km,32%,36,25°C,1012hPa,06:11:00,18:25:00,12:14:0,2020/04/14
30°,27°,15km/h,27°,1mm,87%,9.625km,62%,36,25°C,1012hPa,06:10:00,18:24:00,12:14:0,2020/04/15
31°,26°,17km/h,26°,10mm,87%,9.375km,63%,38,26°C,1012hPa,06:10:00,18:24:00,12:14:0,2020/04/16
30°,27°,24km/h,27°,4mm,90%,9.5km,68%,37,26°C,1011hPa,06:10:00,18:24:00,12:14:0,2020/04/17
30°,27°,22km/h,27°,1mm,87%,9.5km,60%,35,25°C,1012hPa,06:09:00,18:24:00,12:15:0,2020/04/18
31°,26°,18km/h,26°,10mm,87%,8.875km,51%,36,25°C,1014hPa,06:09:00,18:24:00,12:15:0,2020/04/19
30°,26°,17km/h,26°,2mm,89%,9.875km,65%,36,25°C,1014hPa,06:09:00,18:24:00,12:15:0,2020/04/20
30°,26°,16km/h,26°,7mm,89%,9.5km,56%,35,25°C,1013hPa,06:08:00,18:24:00,12:16:0,2020/04/21
30°,27°,20km/h,27°,3mm,89%,9.625km,55%,36,26°C,1012hPa,06:08:00,18:24:00,12:16:0,2020/04/22
30°,26°,17km/h,26°,4mm,90%,9.5km,59%,35,25°C,1012hPa,06:08:00,18:24:00,12:16:0,2020/04/23
30°,26°,19km/h,26°,3mm,90%,9.625km,53%,36,25°C,1012hPa,06:07:00,18:24:00,12:17:0,2020/04/24
30°,26°,21km/h,26°,4mm,91%,9.5km,77%,36,25°C,1013hPa,06:07:00,18:24:00,12:17:0,2020/04/25
30°,26°,21km/h,26°,1mm,91%,9.75km,67%,36,25°C,1012hPa,06:07:00,18:24:00,12:17:0,2020/04/26
30°,27°,18km/h,27°,2mm,89%,10km,60%,36,26°C,1013hPa,06:07:00,18:24:00,12:17:0,2020/04/27
30°,26°,15km/h,26°,1mm,90%,9.875km,46%,35,25°C,1013hPa,06:06:00,18:24:00,12:18:0,2020/04/28
30°,26°,19km/h,26°,1mm,91%,10km,35%,36,25°C,1014hPa,06:06:00,18:24:00,12:18:0,2020/04/29
30°,26°,17km/h,26°,0mm,92%,9.875km,27%,35,25°C,1014hPa,06:06:00,18:24:00,12:18:0,2020/04/30
40°,26°,11km/h,26°,,75%,10km,8%,44,21°C,1012hPa,06:19:00,18:33:00,12:14:0,2020/04/01
43°,25°,11km/h,25°,,79%,10km,10%,45,22°C,1012hPa,06:19:00,18:33:00,12:14:0,2020/04/02
43°,25°,12km/h,25°,,77%,10km,7%,44,21°C,1010hPa,06:18:00,18:33:00,12:15:0,2020/04/03
41°,25°,14km/h,25°,0mm,73%,10km,10%,42,20°C,1011hPa,06:18:00,18:32:00,12:14:0,2020/04/04
41°,26°,14km/h,26°,1mm,71%,10km,34%,44,22°C,1012hPa,06:17:00,18:32:00,12:15:0,2020/04/05
39°,27°,15km/h,27°,6mm,62%,9.375km,15%,44,21°C,1011hPa,06:17:00,18:32:00,12:15:0,2020/04/06
36°,25°,15km/h,25°,1mm,82%,9.875km,34%,40,22°C,1011hPa,06:16:00,18:32:00,12:16:0,2020/04/07
38°,26°,12km/h,26°,15mm,70%,9.5km,42%,41,22°C,1010hPa,06:16:00,18:32:00,12:16:0,2020/04/08
32°,24°,13km/h,24°,9mm,75%,9.5km,33%,33,19°C,1012hPa,06:15:00,18:32:00,12:17:0,2020/04/09
37°,25°,12km/h,25°,5mm,67%,9.625km,37%,38,21°C,1011hPa,06:15:00,18:32:00,12:17:0,2020/04/10
34°,25°,15km/h,25°,5mm,74%,9.625km,44%,36,20°C,1012hPa,06:14:00,18:32:00,12:18:0,2020/04/11
38°,25°,14km/h,25°,1mm,75%,9.875km,46%,41,20°C,1014hPa,06:14:00,18:32:00,12:18:0,2020/04/12
39°,25°,13km/h,25°,2mm,76%,9.75km,46%,41,21°C,1012hPa,06:13:00,18:32:00,12:19:0,2020/04/13
39°,25°,11km/h,25°,1mm,74%,9.875km,29%,42,20°C,1012hPa,06:13:00,18:32:00,12:19:0,2020/04/14
38°,24°,12km/h,24°,7mm,78%,9.375km,71%,39,20°C,1013hPa,06:12:00,18:32:00,12:20:0,2020/04/15
41°,26°,14km/h,26°,1mm,69%,9.875km,38%,41,20°C,1012hPa,06:12:00,18:32:00,12:20:0,2020/04/16
42°,25°,12km/h,25°,1mm,63%,10km,16%,44,18°C,1010hPa,06:11:00,18:32:00,12:21:0,2020/04/17
37°,25°,16km/h,25°,0mm,73%,10km,8%,40,21°C,1011hPa,06:11:00,18:32:00,12:21:0,2020/04/18
37°,25°,15km/h,25°,1mm,79%,10km,45%,39,21°C,1014hPa,06:10:00,18:32:00,12:22:0,2020/04/19
33°,24°,14km/h,24°,6mm,84%,9.375km,44%,35,21°C,1014hPa,06:10:00,18:32:00,12:22:0,2020/04/20
37°,24°,4km/h,24°,6mm,83%,9.5km,53%,40,21°C,1014hPa,06:09:00,18:33:00,12:24:0,2020/04/21
38°,25°,12km/h,25°,7mm,69%,9.5km,38%,40,20°C,1011hPa,06:09:00,18:33:00,12:24:0,2020/04/22
35°,24°,9km/h,24°,7mm,81%,9.25km,63%,38,22°C,1011hPa,06:09:00,18:33:00,12:24:0,2020/04/23
32°,23°,12km/h,23°,33mm,91%,8.625km,58%,34,22°C,1012hPa,06:08:00,18:33:00,12:25:0,2020/04/24
39°,25°,6km/h,25°,6mm,82%,9.5km,45%,42,22°C,1013hPa,06:08:00,18:33:00,12:25:0,2020/04/25
38°,25°,13km/h,25°,0mm,75%,10km,15%,40,21°C,1012hPa,06:07:00,18:33:00,12:26:0,2020/04/26
38°,24°,16km/h,24°,0mm,82%,10km,8%,40,21°C,1013hPa,06:07:00,18:33:00,12:26:0,2020/04/27
40°,25°,12km/h,25°,3mm,74%,9.75km,38%,42,21°C,1012hPa,06:07:00,18:33:00,12:26:0,2020/04/28
40°,24°,13km/h,24°,3mm,83%,9.625km,20%,44,22°C,1013hPa,06:06:00,18:33:00,12:27:0,2020/04/29
40°,24°,13km/h,24°,4mm,86%,9.625km,33%,44,22°C,1013hPa,06:06:00,18:33:00,12:27:0,2020/04/30
40°,26°,9km/h,26°,,63%,10km,11%,42,19°C,1012hPa,06:27:00,18:40:00,12:13:0,2020/04/01
41°,26°,9km/h,26°,,72%,10km,6%,42,20°C,1013hPa,06:27:00,18:40:00,12:13:0,2020/04/02
40°,25°,9km/h,25°,,79%,10km,6%,42,21°C,1010hPa,06:26:00,18:40:00,12:14:0,2020/04/03
43°,26°,12km/h,26°,0mm,75%,10km,11%,44,21°C,1012hPa,06:26:00,18:40:00,12:14:0,2020/04/04
41°,26°,8km/h,26°,1mm,68%,9.875km,21%,42,21°C,1013hPa,06:25:00,18:40:00,12:15:0,2020/04/05
42°,26°,8km/h,26°,3mm,64%,9.875km,13%,43,21°C,1012hPa,06:24:00,18:40:00,12:16:0,2020/04/06
40°,25°,7km/h,25°,1mm,77%,10km,17%,43,21°C,1012hPa,06:24:00,18:40:00,12:16:0,2020/04/07
41°,26°,9km/h,26°,2mm,73%,9.75km,38%,42,20°C,1011hPa,06:23:00,18:40:00,12:17:0,2020/04/08
35°,24°,17km/h,24°,2mm,85%,9.875km,39%,36,21°C,1012hPa,06:23:00,18:40:00,12:17:0,2020/04/09
36°,25°,16km/h,25°,4mm,62%,9.625km,19%,38,20°C,1012hPa,06:22:00,18:40:00,12:18:0,2020/04/10
37°,24°,15km/h,24°,4mm,82%,9.375km,48%,37,21°C,1013hPa,06:22:00,18:40:00,12:18:0,2020/04/11
36°,24°,12km/h,24°,12mm,86%,9.125km,58%,39,21°C,1014hPa,06:21:00,18:40:00,12:19:0,2020/04/12
38°,25°,10km/h,25°,2mm,75%,9.625km,51%,42,20°C,1013hPa,06:21:00,18:40:00,12:19:0,2020/04/13
39°,25°,9km/h,25°,2mm,69%,9.625km,54%,42,20°C,1012hPa,06:20:00,18:40:00,12:20:0,2020/04/14
33°,24°,17km/h,24°,13mm,80%,8.875km,74%,35,21°C,1013hPa,06:20:00,18:40:00,12:20:0,2020/04/15
38°,27°,13km/h,27°,1mm,51%,10km,39%,39,17°C,1013hPa,06:19:00,18:40:00,12:21:0,2020/04/16
39°,24°,12km/h,24°,6mm,74%,9.375km,37%,39,19°C,1011hPa,06:19:00,18:40:00,12:21:0,2020/04/17
41°,25°,9km/h,25°,0mm,80%,10km,7%,43,21°C,1011hPa,06:18:00,18:40:00,12:22:0,2020/04/18
36°,25°,9km/h,25°,3mm,77%,9.875km,31%,38,21°C,1014hPa,06:18:00,18:40:00,12:22:0,2020/04/19
34°,26°,6km/h,26°,1mm,68%,9.625km,40%,37,20°C,1014hPa,06:17:00,18:40:00,12:23:0,2020/04/20
35°,24°,6km/h,24°,7mm,80%,8.625km,75%,37,21°C,1014hPa,06:17:00,18:40:00,12:23:0,2020/04/21
38°,25°,6km/h,25°,5mm,73%,9.375km,55%,42,21°C,1011hPa,06:17:00,18:40:00,12:23:0,2020/04/22
34°,24°,7km/h,24°,6mm,83%,9.25km,44%,36,22°C,1012hPa,06:16:00,18:41:00,12:25:0,2020/04/23
29°,23°,15km/h,23°,23mm,93%,7.625km,54%,31,21°C,1015hPa,06:16:00,18:41:00,12:25:0,2020/04/24
38°,23°,11km/h,23°,5mm,85%,9.5km,64%,42,21°C,1013hPa,06:15:00,18:41:00,12:26:0,2020/04/25
35°,26°,9km/h,26°,0mm,65%,10km,9%,36,19°C,1012hPa,06:15:00,18:41:00,12:26:0,2020/04/26
39°,23°,10km/h,23°,0mm,73%,10km,7%,39,19°C,1014hPa,06:15:00,18:41:00,12:26:0,2020/04/27
39°,25°,10km/h,25°,2mm,74%,9.875km,22%,43,20°C,1013hPa,06:14:00,18:41:00,12:27:0,2020/04/28
39°,24°,8km/h,24°,6mm,76%,9.375km,56%,41,21°C,1013hPa,06:14:00,18:41:00,12:27:0,2020/04/29
40°,24°,11km/h,24°,9mm,83%,9km,45%,43,21°C,1014hPa,06:13:00,18:41:00,12:28:0,2020/04/30
40°,25°,10km/h,25°,2mm,76%,10km,46%,42,22°C,1012hPa,06:11:00,18:24:00,12:13:0,2020/04/01
37°,26°,13km/h,26°,0mm,78%,10km,16%,40,22°C,1012hPa,06:11:00,18:24:00,12:13:0,2020/04/02
42°,26°,12km/h,26°,0mm,75%,10km,11%,44,22°C,1010hPa,06:10:00,18:24:00,12:14:0,2020/04/03
38°,26°,16km/h,26°,1mm,71%,10km,24%,41,22°C,1012hPa,06:10:00,18:24:00,12:14:0,2020/04/04
39°,27°,14km/h,27°,1mm,75%,9.875km,37%,42,22°C,1012hPa,06:09:00,18:24:00,12:15:0,2020/04/05
36°,28°,15km/h,28°,10mm,67%,9.625km,16%,41,23°C,1012hPa,06:09:00,18:24:00,12:15:0,2020/04/06
37°,25°,12km/h,25°,5mm,88%,9.875km,27%,40,23°C,1011hPa,06:08:00,18:24:00,12:16:0,2020/04/07
39°,26°,12km/h,26°,2mm,79%,9.75km,30%,42,23°C,1011hPa,06:08:00,18:24:00,12:16:0,2020/04/08
29°,26°,10km/h,26°,8mm,76%,9.625km,55%,30,23°C,1012hPa,06:07:00,18:24:00,12:17:0,2020/04/09
29°,26°,15km/h,26°,1mm,72%,10km,45%,31,22°C,1013hPa,06:07:00,18:24:00,12:17:0,2020/04/10
31°,26°,10km/h,26°,4mm,80%,9.5km,66%,33,23°C,1012hPa,06:06:00,18:24:00,12:18:0,2020/04/11
37°,25°,13km/h,25°,1mm,79%,9.875km,40%,38,21°C,1013hPa,06:06:00,18:24:00,12:18:0,2020/04/12
38°,25°,12km/h,25°,0mm,76%,10km,13%,39,22°C,1012hPa,06:05:00,18:24:00,12:19:0,2020/04/13
40°,26°,10km/h,26°,0mm,77%,10km,17%,41,21°C,1012hPa,06:05:00,18:24:00,12:19:0,2020/04/14
36°,27°,17km/h,27°,4mm,67%,9.625km,39%,40,22°C,1011hPa,06:04:00,18:24:00,12:20:0,2020/04/15
41°,25°,12km/h,25°,2mm,73%,9.75km,39%,41,20°C,1012hPa,06:04:00,18:24:00,12:20:0,2020/04/16
42°,27°,14km/h,27°,0mm,71%,10km,7%,43,22°C,1009hPa,06:03:00,18:24:00,12:21:0,2020/04/17
37°,26°,18km/h,26°,4mm,78%,9.5km,42%,42,23°C,1012hPa,06:03:00,18:24:00,12:21:0,2020/04/18
37°,25°,16km/h,25°,6mm,83%,9.5km,38%,41,22°C,1013hPa,06:02:00,18:24:00,12:22:0,2020/04/19
36°,25°,13km/h,25°,17mm,86%,9km,57%,39,22°C,1013hPa,06:02:00,18:24:00,12:22:0,2020/04/20
38°,25°,9km/h,25°,2mm,77%,9.75km,50%,40,22°C,1013hPa,06:01:00,18:24:00,12:23:0,2020/04/21
36°,26°,13km/h,26°,8mm,72%,9.375km,61%,40,22°C,1011hPa,06:01:00,18:24:00,12:23:0,2020/04/22
38°,25°,13km/h,25°,6mm,87%,9.5km,50%,41,23°C,1011hPa,06:01:00,18:24:00,12:23:0,2020/04/23
36°,25°,13km/h,25°,14mm,89%,8.5km,58%,41,23°C,1011hPa,06:00:00,18:24:00,12:24:0,2020/04/24
38°,25°,13km/h,25°,12mm,88%,8.5km,47%,41,23°C,1012hPa,06:00:00,18:24:00,12:24:0,2020/04/25
36°,26°,14km/h,26°,4mm,80%,9.5km,28%,41,23°C,1011hPa,05:59:00,18:24:00,12:25:0,2020/04/26
36°,25°,12km/h,25°,2mm,84%,9.5km,51%,40,22°C,1013hPa,05:59:00,18:24:00,12:25:0,2020/04/27
39°,26°,10km/h,26°,2mm,75%,9.875km,22%,42,22°C,1012hPa,05:59:00,18:24:00,12:25:0,2020/04/28
39°,25°,15km/h,25°,2mm,86%,9.75km,32%,43,22°C,1013hPa,05:58:00,18:24:00,12:26:0,2020/04/29
37°,25°,15km/h,25°,1mm,86%,9.875km,28%,41,22°C,1013hPa,05:58:00,18:24:00,12:26:0,2020/04/30
37°,24°,7km/h,24°,13mm,98%,6.5km,69%,42,24°C,1012hPa,06:26:00,18:37:00,12:11:0,2020/04/01
32°,24°,7km/h,24°,1mm,99%,6.5km,50%,36,24°C,1013hPa,06:26:00,18:36:00,12:10:0,2020/04/02
36°,23°,8km/h,23°,1mm,99%,6.25km,55%,40,24°C,1011hPa,06:25:00,18:36:00,12:11:0,2020/04/03
32°,24°,8km/h,24°,0mm,96%,9km,52%,36,24°C,1013hPa,06:25:00,18:36:00,12:11:0,2020/04/04
34°,24°,7km/h,24°,4mm,100%,8km,69%,39,25°C,1013hPa,06:24:00,18:36:00,12:12:0,2020/04/05
32°,24°,9km/h,24°,5mm,95%,7.75km,78%,38,25°C,1013hPa,06:24:00,18:36:00,12:12:0,2020/04/06
32°,24°,8km/h,24°,13mm,98%,6.75km,66%,38,25°C,1012hPa,06:23:00,18:36:00,12:13:0,2020/04/07
36°,24°,8km/h,24°,10mm,99%,8.75km,69%,40,24°C,1012hPa,06:23:00,18:36:00,12:13:0,2020/04/08
